#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,
2020,07,10,14,00,23,1.9,2.5,99.00,99.00,99.00,999,1013.3,28.1,999.0,999.0,99.0,99.00,
2020,07,10,15,00,321,2.2,2.9,99.00,99.00,99.00,999,1013.4,29.4,999.0,999.0,99.0,99.00,
2020,07,10,16,00,50,2.6,3.0,99.00,99.00,99.00,999,1013.4,29.7,999.0,999.0,99.0,99.00,
2020,07,10,17,00,156,3.9,4.4,99.00,99.00,99.00,999,1013.2,28.9,999.0,999.0,99.0,99.00,
2020,07,10,18,00,148,4.7,5.1,99.00,99.00,99.00,999,1013.1,28.5,999.0,999.0,99.0,99.00,
2020,07,10,19,00,163,5.4,6.2,99.00,99.00,99.00,999,1012.6,28.8,999.0,999.0,99.0,99.00,
2020,07,10,20,00,175,4.8,5.5,99.00,99.00,99.00,999,1012.3,28.9,999.0,999.0,99.0,99.00,
2020,07,10,21,00,198,4.0,4.9,99.00,99.00,99.00,999,1011.9,28.7,999.0,999.0,99.0,99.00,
2020,07,10,22,00,197,4.5,5.4,99.00,99.00,99.00,999,1011.5,28.6,999.0,999.0,99.0,99.00,
2020,07,10,23,00,190,6.7,7.2,99.00,99.00,99.00,999,1011.9,28.9,999.0,999.0,99.0,99.00,
2020,07,11,00,00,190,4.9,5.6,99.00,99.00,99.00,999,1012.2,28.6,999.0,999.0,99.0,99.00,
2020,07,11,01,00,216,4.9,5.9,99.00,99.00,99.00,999,1012.2,28.5,999.0,999.0,99.0,99.00,
2020,07,11,02,00,211,4.3,5.0,99.00,99.00,99.00,999,1012.5,28.5,999.0,999.0,99.0,99.00,
2020,07,11,03,00,207,5.0,6.2,99.00,99.00,99.00,999,1012.5,28.6,999.0,999.0,99.0,99.00,
2020,07,11,04,00,204,4.7,5.4,99.00,99.00,99.00,999,1012.2,28.4,999.0,999.0,99.0,99.00,
2020,07,11,05,00,214,6.6,7.5,99.00,99.00,99.00,999,1011.9,28.3,999.0,999.0,99.0,99.00,
2020,07,11,06,00,212,7.5,8.5,99.00,99.00,99.00,999,1011.4,28.3,999.0,999.0,99.0,99.00,
2020,07,11,07,00,230,5.8,7.4,99.00,99.00,99.00,999,1011.1,28.2,999.0,999.0,99.0,99.00,
2020,07,11,08,00,243,2.7,3.9,99.00,99.00,99.00,999,1010.9,27.9,999.0,999.0,99.0,99.00,
2020,07,11,09,00,248,2.2,2.9,99.00,99.00,99.00,999,1010.5,27.5,999.0,999.0,99.0,99.00,
2020,07,11,10,00,242,2.8,4.0,99.00,99.00,99.00,999,1010.4,26.9,999.0,999.0,99.0,99.00,
2020,07,11,11,00,234,2.4,3.1,99.00,99.00,99.00,999,1010.5,26.6,999.0,999.0,99.0,99.00,
2020,07,11,12,00,281,3.0,4.3,99.00,99.00,99.00,999,1011.3,27.5,999.0,999.0,99.0,99.00,
2020,07,11,13,00,259,2.4,3.5,99.00,99.00,99.00,999,1011.3,28.5,999.0,999.0,99.0,99.00,
2020,07,11,14,00,259,2.5,3.3,99.00,99.00,99.00,999,1011.5,29.9,999.0,999.0,99.0,99.00,
2020,07,11,15,00,176,2.8,3.1,99.00,99.00,99.00,999,1011.6,29.2,999.0,999.0,99.0,99.00,
2020,07,11,16,00,177,3.9,4.4,99.00,99.00,99.00,999,1011.4,29.6,999.0,999.0,99.0,99.00,
2020,07,11,17,00,191,3.7,4.1,99.00,99.00,99.00,999,1011.1,30.3,999.0,999.0,99.0,99.00,
2020,07,11,18,00,185,4.3,5.0,99.00,99.00,99.00,999,1010.7,30.3,999.0,999.0,99.0,99.00,
2020,07,11,19,00,183,5.9,6.5,99.00,99.00,99.00,999,1010.3,30.4,999.0,999.0,99.0,99.00,
2020,07,11,20,00,189,6.2,7.4,99.00,99.00,99.00,999,1010.0,30.3,999.0,999.0,99.0,99.00,
2020,07,11,21,00,232,4.6,6.2,99.00,99.00,99.00,999,1010.4,29.6,999.0,999.0,99.0,99.00,
2020,07,11,22,00,209,8.0,9.3,99.00,99.00,99.00,999,1010.1,29.4,999.0,999.0,99.0,99.00,
2020,07,11,23,00,201,4.7,5.8,99.00,99.00,99.00,999,1010.0,30.5,999.0,999.0,99.0,99.00,
2020,07,12,00,00,196,3.4,4.3,99.00,99.00,99.00,999,1010.5,29.3,999.0,999.0,99.0,99.00,
2020,07,12,01,00,206,3.3,4.2,99.00,99.00,99.00,999,1011.0,28.9,999.0,999.0,99.0,99.00,
2020,07,12,02,00,214,5.8,6.5,99.00,99.00,99.00,999,1011.5,28.8,999.0,999.0,99.0,99.00,
2020,07,12,03,00,224,5.1,6.1,99.00,99.00,99.00,999,1011.8,28.7,999.0,999.0,99.0,99.00,
2020,07,12,04,00,218,5.7,6.8,99.00,99.00,99.00,999,1011.7,28.6,999.0,999.0,99.0,99.00,
2020,07,12,05,00,220,5.4,6.2,99.00,99.00,99.00,999,1011.5,28.6,999.0,999.0,99.0,99.00,
2020,07,12,06,00,200,5.4,6.2,99.00,99.00,99.00,999,1011.3,28.6,999.0,999.0,99.0,99.00,
2020,07,12,07,00,205,5.8,6.7,99.00,99.00,99.00,999,1010.5,28.5,999.0,999.0,99.0,99.00,
2020,07,12,08,00,179,6.7,8.1,99.00,99.00,99.00,999,1010.5,28.2,999.0,999.0,99.0,99.00,
2020,07,12,09,00,165,4.1,4.3,99.00,99.00,99.00,999,1009.8,28.5,999.0,999.0,99.0,99.00,
2020,07,12,10,00,214,3.6,4.0,99.00,99.00,99.00,999,1010.5,28.2,999.0,999.0,99.0,99.00,
2020,07,12,11,00,247,1.4,1.8,99.00,99.00,99.00,999,1010.9,27.8,999.0,999.0,99.0,99.00,
2020,07,12,12,00,205,2.2,2.7,99.00,99.00,99.00,999,1010.8,28.7,999.0,999.0,99.0,99.00,
2020,07,12,13,00,203,2.5,3.0,99.00,99.00,99.00,999,1010.9,29.0,999.0,999.0,99.0,99.00,
2020,07,12,14,00,182,3.6,4.0,99.00,99.00,99.00,999,1010.7,29.2,999.0,999.0,99.0,99.00,
2020,07,12,15,00,197,3.7,4.0,99.00,99.00,99.00,999,1011.1,29.9,999.0,999.0,99.0,99.00,
2020,07,12,16,00,194,4.0,4.3,99.00,99.00,99.00,999,1011.0,30.5,999.0,999.0,99.0,99.00,
2020,07,12,17,00,192,4.2,4.7,99.00,99.00,99.00,999,1011.1,30.8,999.0,999.0,99.0,99.00,
2020,07,12,18,00,200,4.3,5.1,99.00,99.00,99.00,999,1010.9,30.3,999.0,999.0,99.0,99.00,
2020,07,12,19,00,192,5.7,6.4,99.00,99.00,99.00,999,1010.5,31.3,999.0,999.0,99.0,99.00,
2020,07,12,20,00,209,4.8,5.6,99.00,99.00,99.00,999,1010.0,31.2,999.0,999.0,99.0,99.00,
2020,07,12,21,00,193,5.4,6.4,99.00,99.00,99.00,999,1009.6,31.1,999.0,999.0,99.0,99.00,
2020,07,12,22,00,197,5.2,6.0,99.00,99.00,99.00,999,1009.3,31.1,999.0,999.0,99.0,99.00,
2020,07,12,23,00,203,4.3,4.8,99.00,99.00,99.00,999,1009.4,30.5,999.0,999.0,99.0,99.00,
2020,07,13,00,00,196,6.5,7.5,99.00,99.00,99.00,999,1009.9,29.5,999.0,999.0,99.0,99.00,
2020,07,13,01,00,196,6.7,7.9,99.00,99.00,99.00,999,1010.0,29.4,999.0,999.0,99.0,99.00,
2020,07,13,02,00,196,6.5,7.9,99.00,99.00,99.00,999,1010.5,29.1,999.0,999.0,99.0,99.00,
2020,07,13,03,00,195,6.5,7.6,99.00,99.00,99.00,999,1010.7,29.1,999.0,999.0,99.0,99.00,
2020,07,13,04,00,207,6.2,7.5,99.00,99.00,99.00,999,1011.1,29.1,999.0,999.0,99.0,99.00,
2020,07,13,05,00,221,6.0,7.4,99.00,99.00,99.00,999,1011.2,28.8,999.0,999.0,99.0,99.00,
2020,07,13,06,00,220,6.3,6.9,99.00,99.00,99.00,999,1010.9,28.9,999.0,999.0,99.0,99.00,
2020,07,13,07,00,226,6.5,8.4,99.00,99.00,99.00,999,1010.7,28.5,999.0,999.0,99.0,99.00,
2020,07,13,08,00,219,6.7,7.7,99.00,99.00,99.00,999,1010.5,28.5,999.0,999.0,99.0,99.00,
2020,07,13,09,00,217,6.2,6.9,99.00,99.00,99.00,999,1010.4,28.3,999.0,999.0,99.0,99.00,
2020,07,13,10,00,212,6.3,7.4,99.00,99.00,99.00,999,1010.8,28.5,999.0,999.0,99.0,99.00,
2020,07,13,11,00,212,5.4,6.2,99.00,99.00,99.00,999,1011.0,28.5,999.0,999.0,99.0,99.00,
2020,07,13,12,00,215,6.4,7.3,99.00,99.00,99.00,999,1011.1,28.6,999.0,999.0,99.0,99.00,
2020,07,13,13,00,219,5.7,6.8,99.00,99.00,99.00,999,1011.4,29.1,999.0,999.0,99.0,99.00,
2020,07,13,14,00,215,4.7,5.6,99.00,99.00,99.00,999,1011.9,29.5,999.0,999.0,99.0,99.00,
2020,07,13,15,00,215,4.7,5.3,99.00,99.00,99.00,999,1012.1,29.7,999.0,999.0,99.0,99.00,
2020,07,13,16,00,209,6.2,7.5,99.00,99.00,99.00,999,1012.4,30.2,999.0,999.0,99.0,99.00,
2020,07,13,17,00,206,6.2,7.3,99.00,99.00,99.00,999,1012.0,29.7,999.0,999.0,99.0,99.00,
2020,07,13,18,00,198,6.2,7.5,99.00,99.00,99.00,999,1012.0,29.8,999.0,999.0,99.0,99.00,
2020,07,13,19,00,205,6.2,6.9,99.00,99.00,99.00,999,1011.8,29.7,999.0,999.0,99.0,99.00,
2020,07,13,20,00,216,8.3,9.9,99.00,99.00,99.00,999,1011.3,29.7,999.0,999.0,99.0,99.00,
2020,07,13,21,00,219,7.6,9.1,99.00,99.00,99.00,999,1010.8,29.6,999.0,999.0,99.0,99.00,
2020,07,13,22,00,215,6.7,8.0,99.00,99.00,99.00,999,1011.0,29.2,999.0,999.0,99.0,99.00,
2020,07,13,23,00,217,7.3,8.3,99.00,99.00,99.00,999,1011.5,29.2,999.0,999.0,99.0,99.00,
2020,07,14,00,00,212,7.7,8.6,99.00,99.00,99.00,999,1011.4,28.9,999.0,999.0,99.0,99.00,
2020,07,14,01,00,68,7.4,12.9,99.00,99.00,99.00,999,1013.6,28.1,999.0,999.0,99.0,99.00,
2020,07,14,02,00,88,2.9,3.5,99.00,99.00,99.00,999,1013.1,26.8,999.0,999.0,99.0,99.00,
2020,07,14,03,00,298,1.4,2.2,99.00,99.00,99.00,999,1012.8,26.1,999.0,999.0,99.0,99.00,
2020,07,14,04,00,0,0.0,0.0,99.00,99.00,99.00,999,1013.1,25.2,999.0,999.0,99.0,99.00,
2020,07,14,05,00,226,1.2,1.4,99.00,99.00,99.00,999,1013.0,25.7,999.0,999.0,99.0,99.00,
2020,07,14,06,00,197,2.5,2.9,99.00,99.00,99.00,999,1012.9,27.3,999.0,999.0,99.0,99.00,
2020,07,14,07,00,228,1.9,2.5,99.00,99.00,99.00,999,1012.7,27.6,999.0,999.0,99.0,99.00,
2020,07,14,08,00,242,2.2,2.9,99.00,99.00,99.00,999,1012.7,27.4,999.0,999.0,99.0,99.00,
2020,07,14,09,00,259,1.7,2.1,99.00,99.00,99.00,999,1012.9,27.6,999.0,999.0,99.0,99.00,
2020,07,14,10,00,267,1.8,2.5,99.00,99.00,99.00,999,1013.6,26.7,999.0,999.0,99.0,99.00,
2020,07,14,11,00,294,1.5,2.1,99.00,99.00,99.00,999,1014.0,26.5,999.0,999.0,99.0,99.00,
2020,07,14,12,00,327,1.4,2.4,99.00,99.00,99.00,999,1014.3,27.4,999.0,999.0,99.0,99.00,
2020,07,14,13,00,332,1.8,2.5,99.00,99.00,99.00,999,1015.2,28.7,999.0,999.0,99.0,99.00,
2020,07,14,14,00,34,2.5,3.1,99.00,99.00,99.00,999,1015.6,29.3,999.0,999.0,99.0,99.00,
2020,07,14,15,00,104,3.5,3.8,99.00,99.00,99.00,999,1016.0,29.0,999.0,999.0,99.0,99.00,
2020,07,14,16,00,122,4.4,4.8,99.00,99.00,99.00,999,1016.5,28.5,999.0,999.0,99.0,99.00,
2020,07,14,17,00,125,4.2,4.9,99.00,99.00,99.00,999,1016.0,29.0,999.0,999.0,99.0,99.00,
2020,07,14,18,00,136,3.7,4.2,99.00,99.00,99.00,999,1016.0,29.5,999.0,999.0,99.0,99.00,
2020,07,14,19,00,148,4.6,5.3,99.00,99.00,99.00,999,1015.8,29.8,999.0,999.0,99.0,99.00,
2020,07,14,20,00,163,4.5,4.8,99.00,99.00,99.00,999,1015.6,29.8,999.0,999.0,99.0,99.00,
2020,07,14,21,00,170,4.6,5.3,99.00,99.00,99.00,999,1015.2,30.2,999.0,999.0,99.0,99.00,
2020,07,14,22,00,163,4.2,4.7,99.00,99.00,99.00,999,1015.7,29.8,999.0,999.0,99.0,99.00,
2020,07,14,23,00,170,4.2,4.6,99.00,99.00,99.00,999,1016.1,29.8,999.0,999.0,99.0,99.00,
2020,07,15,00,00,246,2.1,2.5,99.00,99.00,99.00,999,1016.8,29.6,999.0,999.0,99.0,99.00,
2020,07,15,01,00,278,1.1,1.3,99.00,99.00,99.00,999,1016.9,29.2,999.0,999.0,99.0,99.00,
2020,07,15,02,00,230,0.8,1.6,99.00,99.00,99.00,999,1017.2,29.1,999.0,999.0,99.0,99.00,
2020,07,15,03,00,182,2.7,3.1,99.00,99.00,99.00,999,1017.8,29.6,999.0,999.0,99.0,99.00,
2020,07,15,04,00,191,4.4,4.8,99.00,99.00,99.00,999,1018.0,29.4,999.0,999.0,99.0,99.00,
2020,07,15,05,00,207,5.4,6.4,99.00,99.00,99.00,999,1017.4,29.2,999.0,999.0,99.0,99.00,
2020,07,15,06,00,233,3.7,4.5,99.00,99.00,99.00,999,1017.0,28.6,999.0,999.0,99.0,99.00,
2020,07,15,07,00,249,1.3,2.1,99.00,99.00,99.00,999,1016.6,28.1,999.0,999.0,99.0,99.00,
2020,07,15,08,00,0,0.0,0.0,99.00,99.00,99.00,999,1016.6,28.1,999.0,999.0,99.0,99.00,
2020,07,15,09,00,194,2.3,2.9,99.00,99.00,99.00,999,1016.7,28.2,999.0,999.0,99.0,99.00,
2020,07,15,10,00,180,2.5,3.0,99.00,99.00,99.00,999,1017.1,28.5,999.0,999.0,99.0,99.00,
2020,07,15,11,00,197,1.5,2.0,99.00,99.00,99.00,999,1017.8,28.4,999.0,999.0,99.0,99.00,
2020,07,15,12,00,126,1.5,1.8,99.00,99.00,99.00,999,1018.5,29.0,999.0,999.0,99.0,99.00,
2020,07,15,13,00,123,1.4,1.9,99.00,99.00,99.00,999,1018.9,29.4,999.0,999.0,99.0,99.00,
2020,07,15,14,00,139,1.5,1.9,99.00,99.00,99.00,999,1019.3,29.6,999.0,999.0,99.0,99.00,
2020,07,15,15,00,122,3.9,4.5,99.00,99.00,99.00,999,1019.7,29.7,999.0,999.0,99.0,99.00,
2020,07,15,16,00,128,3.3,3.9,99.00,99.00,99.00,999,1019.7,29.7,999.0,999.0,99.0,99.00,
2020,07,15,17,00,122,3.3,3.8,99.00,99.00,99.00,999,1019.7,29.8,999.0,999.0,99.0,99.00,
2020,07,15,18,00,112,3.8,4.4,99.00,99.00,99.00,999,1019.5,29.9,999.0,999.0,99.0,99.00,
2020,07,15,19,00,106,4.8,5.4,99.00,99.00,99.00,999,1019.2,30.0,999.0,999.0,99.0,99.00,
2020,07,15,20,00,104,3.8,4.5,99.00,99.00,99.00,999,1019.0,29.9,999.0,999.0,99.0,99.00,
2020,07,15,21,00,104,4.6,5.3,99.00,99.00,99.00,999,1018.4,29.9,999.0,999.0,99.0,99.00,
2020,07,15,22,00,96,5.6,6.0,99.00,99.00,99.00,999,1018.4,29.9,999.0,999.0,99.0,99.00,
2020,07,15,23,00,109,4.9,5.4,99.00,99.00,99.00,999,1018.1,29.9,999.0,999.0,99.0,99.00,
2020,07,16,00,00,120,4.1,4.6,99.00,99.00,99.00,999,1018.7,29.8,999.0,999.0,99.0,99.00,
2020,07,16,01,00,122,5.1,5.7,99.00,99.00,99.00,999,1019.0,29.7,999.0,999.0,99.0,99.00,
2020,07,16,02,00,127,5.6,6.1,99.00,99.00,99.00,999,1019.5,29.4,999.0,999.0,99.0,99.00,
2020,07,16,03,00,158,5.8,6.5,99.00,99.00,99.00,999,1020.1,29.5,999.0,999.0,99.0,99.00,
2020,07,16,04,00,149,4.3,4.9,99.00,99.00,99.00,999,1020.3,29.3,999.0,999.0,99.0,99.00,
2020,07,16,05,00,166,3.2,3.6,99.00,99.00,99.00,999,1020.1,29.3,999.0,999.0,99.0,99.00,
2020,07,16,06,00,154,2.8,3.2,99.00,99.00,99.00,999,1019.5,29.2,999.0,999.0,99.0,99.00,
2020,07,16,07,00,181,1.6,2.1,99.00,99.00,99.00,999,1019.0,28.9,999.0,999.0,99.0,99.00,
2020,07,16,08,00,212,1.2,1.5,99.00,99.00,99.00,999,1018.9,28.2,999.0,999.0,99.0,99.00,
2020,07,16,09,00,0,2.1,2.4,99.00,99.00,99.00,999,1019.5,28.2,999.0,999.0,99.0,99.00,
2020,07,16,10,00,353,2.5,3.1,99.00,99.00,99.00,999,1020.0,27.4,999.0,999.0,99.0,99.00,
2020,07,16,11,00,351,2.5,2.9,99.00,99.00,99.00,999,1020.7,27.7,999.0,999.0,99.0,99.00,
2020,07,16,12,00,39,3.7,4.1,99.00,99.00,99.00,999,1021.4,28.4,999.0,999.0,99.0,99.00,
2020,07,16,13,00,45,4.4,4.9,99.00,99.00,99.00,999,1021.6,28.9,999.0,999.0,99.0,99.00,
2020,07,16,14,00,73,5.8,6.4,99.00,99.00,99.00,999,1021.6,29.7,999.0,999.0,99.0,99.00,
2020,07,16,15,00,77,5.6,6.2,99.00,99.00,99.00,999,1021.7,29.9,999.0,999.0,99.0,99.00,
2020,07,16,16,00,92,5.4,5.8,99.00,99.00,99.00,999,1022.4,29.9,999.0,999.0,99.0,99.00,
2020,07,16,17,00,107,4.6,5.1,99.00,99.00,99.00,999,1022.2,29.6,999.0,999.0,99.0,99.00,
2020,07,16,18,00,103,5.0,5.5,99.00,99.00,99.00,999,1022.1,29.7,999.0,999.0,99.0,99.00,
2020,07,16,19,00,101,4.9,5.9,99.00,99.00,99.00,999,1021.7,29.7,999.0,999.0,99.0,99.00,
2020,07,16,20,00,97,3.9,4.4,99.00,99.00,99.00,999,1021.6,30.3,999.0,999.0,99.0,99.00,
2020,07,16,21,00,103,4.5,5.8,99.00,99.00,99.00,999,1021.4,29.6,999.0,999.0,99.0,99.00,
2020,07,16,22,00,95,4.6,5.0,99.00,99.00,99.00,999,1021.2,29.7,999.0,999.0,99.0,99.00,
2020,07,16,23,00,93,4.3,4.9,99.00,99.00,99.00,999,1021.1,29.6,999.0,999.0,99.0,99.00,
2020,07,17,00,00,95,3.8,4.5,99.00,99.00,99.00,999,1021.2,29.0,999.0,999.0,99.0,99.00,
2020,07,17,01,00,94,4.5,5.8,99.00,99.00,99.00,999,1021.3,29.0,999.0,999.0,99.0,99.00,
2020,07,17,02,00,96,4.3,5.2,99.00,99.00,99.00,999,1021.6,28.9,999.0,999.0,99.0,99.00,
2020,07,17,03,00,126,5.0,6.2,99.00,99.00,99.00,999,1021.9,28.9,999.0,999.0,99.0,99.00,
2020,07,17,04,00,115,4.5,5.1,99.00,99.00,99.00,999,1021.9,28.9,999.0,999.0,99.0,99.00,
2020,07,17,05,00,122,3.3,3.6,99.00,99.00,99.00,999,1021.9,28.9,999.0,999.0,99.0,99.00,
2020,07,17,06,00,99,3.1,3.4,99.00,99.00,99.00,999,1021.6,28.6,999.0,999.0,99.0,99.00,
2020,07,17,07,00,108,2.3,2.7,99.00,99.00,99.00,999,1021.1,28.5,999.0,999.0,99.0,99.00,
2020,07,17,08,00,96,2.5,2.9,99.00,99.00,99.00,999,1020.8,28.4,999.0,999.0,99.0,99.00,
2020,07,17,09,00,101,3.4,3.8,99.00,99.00,99.00,999,1020.9,28.3,999.0,999.0,99.0,99.00,
2020,07,17,10,00,94,2.6,3.0,99.00,99.00,99.00,999,1021.4,28.3,999.0,999.0,99.0,99.00,
2020,07,17,11,00,94,3.6,4.1,99.00,99.00,99.00,999,1022.0,28.6,999.0,999.0,99.0,99.00,
2020,07,17,12,00,91,2.7,3.1,99.00,99.00,99.00,999,1022.4,28.8,999.0,999.0,99.0,99.00,
2020,07,17,13,00,83,2.5,2.7,99.00,99.00,99.00,999,1022.8,29.4,999.0,999.0,99.0,99.00,
2020,07,17,14,00,31,2.1,2.7,99.00,99.00,99.00,999,1022.8,29.4,999.0,999.0,99.0,99.00,
2020,07,17,15,00,94,3.0,3.7,99.00,99.00,99.00,999,1023.2,29.6,999.0,999.0,99.0,99.00,
2020,07,17,16,00,85,3.1,3.7,99.00,99.00,99.00,999,1023.4,30.2,999.0,999.0,99.0,99.00,
2020,07,17,17,00,99,3.9,4.5,99.00,99.00,99.00,999,1023.0,29.3,999.0,999.0,99.0,99.00,
2020,07,17,18,00,112,4.7,5.2,99.00,99.00,99.00,999,1022.6,29.3,999.0,999.0,99.0,99.00,
2020,07,17,19,00,114,4.6,4.9,99.00,99.00,99.00,999,1022.0,29.3,999.0,999.0,99.0,99.00,
2020,07,17,20,00,137,5.7,6.1,99.00,99.00,99.00,999,1021.5,29.4,999.0,999.0,99.0,99.00,
2020,07,17,21,00,117,5.7,6.4,99.00,99.00,99.00,999,1021.0,29.1,999.0,999.0,99.0,99.00,
2020,07,17,22,00,136,5.5,6.1,99.00,99.00,99.00,999,1020.1,29.2,999.0,999.0,99.0,99.00,
2020,07,17,23,00,147,4.5,5.4,99.00,99.00,99.00,999,1019.9,29.1,999.0,999.0,99.0,99.00,
2020,07,18,00,00,139,3.9,4.3,99.00,99.00,99.00,999,1020.2,28.9,999.0,999.0,99.0,99.00,
2020,07,18,01,00,155,3.0,4.0,99.00,99.00,99.00,999,1020.9,28.9,999.0,999.0,99.0,99.00,
2020,07,18,02,00,143,3.6,4.1,99.00,99.00,99.00,999,1021.8,29.1,999.0,999.0,99.0,99.00,
2020,07,18,03,00,147,3.7,4.4,99.00,99.00,99.00,999,1021.9,28.9,999.0,999.0,99.0,99.00,
2020,07,18,04,00,164,4.5,5.3,99.00,99.00,99.00,999,1021.5,28.9,999.0,999.0,99.0,99.00,
2020,07,18,05,00,180,3.5,4.0,99.00,99.00,99.00,999,1021.2,28.8,999.0,999.0,99.0,99.00,
2020,07,18,06,00,189,3.3,4.1,99.00,99.00,99.00,999,1020.5,28.5,999.0,999.0,99.0,99.00,
2020,07,18,07,00,192,4.5,5.2,99.00,99.00,99.00,999,1019.7,28.5,999.0,999.0,99.0,99.00,
2020,07,18,08,00,212,2.4,2.9,99.00,99.00,99.00,999,1019.7,28.2,999.0,999.0,99.0,99.00,
2020,07,18,09,00,270,0.8,1.0,99.00,99.00,99.00,999,1020.0,27.4,999.0,999.0,99.0,99.00,
2020,07,18,10,00,314,1.4,1.8,99.00,99.00,99.00,999,1020.6,26.5,999.0,999.0,99.0,99.00,
2020,07,18,11,00,282,0.9,1.0,99.00,99.00,99.00,999,1020.7,26.8,999.0,999.0,99.0,99.00,
2020,07,18,12,00,359,2.0,2.9,99.00,99.00,99.00,999,1021.2,28.0,999.0,999.0,99.0,99.00,
2020,07,18,13,00,37,1.7,2.0,99.00,99.00,99.00,999,1021.4,28.5,999.0,999.0,99.0,99.00,
2020,07,18,14,00,119,1.0,1.5,99.00,99.00,99.00,999,1021.8,29.3,999.0,999.0,99.0,99.00,
2020,07,18,15,00,149,2.8,3.1,99.00,99.00,99.00,999,1021.8,29.0,999.0,999.0,99.0,99.00,
2020,07,18,16,00,150,2.9,3.4,99.00,99.00,99.00,999,1021.8,29.8,999.0,999.0,99.0,99.00,
2020,07,18,17,00,164,3.4,3.9,99.00,99.00,99.00,999,1021.6,29.7,999.0,999.0,99.0,99.00,
2020,07,18,18,00,164,4.0,4.7,99.00,99.00,99.00,999,1021.1,30.1,999.0,999.0,99.0,99.00,
2020,07,18,19,00,166,4.9,5.4,99.00,99.00,99.00,999,1020.5,29.9,999.0,999.0,99.0,99.00,
2020,07,18,20,00,172,4.5,5.7,99.00,99.00,99.00,999,1019.8,29.9,999.0,999.0,99.0,99.00,
2020,07,18,21,00,179,4.9,5.4,99.00,99.00,99.00,999,1019.5,30.0,999.0,999.0,99.0,99.00,
2020,07,18,22,00,175,5.7,6.2,99.00,99.00,99.00,999,1019.2,29.6,999.0,999.0,99.0,99.00,
2020,07,18,23,00,175,4.7,5.7,99.00,99.00,99.00,999,1019.0,29.6,999.0,999.0,99.0,99.00,
2020,07,19,00,00,171,3.3,4.6,99.00,99.00,99.00,999,1019.7,29.6,999.0,999.0,99.0,99.00,
2020,07,19,01,00,198,2.3,2.7,99.00,99.00,99.00,999,1020.2,29.0,999.0,999.0,99.0,99.00,
2020,07,19,02,00,178,4.4,4.9,99.00,99.00,99.00,999,1019.8,29.1,999.0,999.0,99.0,99.00,
2020,07,19,03,00,192,6.1,6.8,99.00,99.00,99.00,999,1019.6,29.0,999.0,999.0,99.0,99.00,
2020,07,19,04,00,199,6.1,7.7,99.00,99.00,99.00,999,1019.2,28.8,999.0,999.0,99.0,99.00,
2020,07,19,05,00,196,6.4,8.0,99.00,99.00,99.00,999,1019.3,28.9,999.0,999.0,99.0,99.00,
2020,07,19,06,00,208,4.8,5.9,99.00,99.00,99.00,999,1019.1,28.4,999.0,999.0,99.0,99.00,
2020,07,19,07,00,216,3.4,4.7,99.00,99.00,99.00,999,1018.7,28.3,999.0,999.0,99.0,99.00,
2020,07,19,08,00,206,4.6,5.5,99.00,99.00,99.00,999,1018.5,28.3,999.0,999.0,99.0,99.00,
2020,07,19,09,00,206,4.5,5.9,99.00,99.00,99.00,999,1018.4,28.2,999.0,999.0,99.0,99.00,
2020,07,19,10,00,242,1.6,2.1,99.00,99.00,99.00,999,1018.8,27.6,999.0,999.0,99.0,99.00,
2020,07,19,11,00,297,1.2,1.6,99.00,99.00,99.00,999,1019.2,27.1,999.0,999.0,99.0,99.00,
2020,07,19,12,00,305,1.2,2.0,99.00,99.00,99.00,999,1019.5,28.1,999.0,999.0,99.0,99.00,
2020,07,19,13,00,250,2.0,2.8,99.00,99.00,99.00,999,1019.8,28.7,999.0,999.0,99.0,99.00,
2020,07,19,14,00,244,2.6,3.1,99.00,99.00,99.00,999,1020.2,28.9,999.0,999.0,99.0,99.00,
2020,07,19,15,00,202,4.1,5.0,99.00,99.00,99.00,999,1020.0,29.8,999.0,999.0,99.0,99.00,
2020,07,19,16,00,195,4.3,5.5,99.00,99.00,99.00,999,1020.0,30.4,999.0,999.0,99.0,99.00,
2020,07,19,17,00,181,4.4,5.1,99.00,99.00,99.00,999,1019.5,30.2,999.0,999.0,99.0,99.00,
2020,07,19,18,00,171,4.9,5.7,99.00,99.00,99.00,999,1019.3,30.5,999.0,999.0,99.0,99.00,
2020,07,19,19,00,190,5.6,6.5,99.00,99.00,99.00,999,1018.6,30.3,999.0,999.0,99.0,99.00,
2020,07,19,20,00,193,5.3,5.9,99.00,99.00,99.00,999,1018.0,30.7,999.0,999.0,99.0,99.00,
2020,07,19,21,00,184,6.0,6.8,99.00,99.00,99.00,999,1017.9,30.2,999.0,999.0,99.0,99.00,
2020,07,19,22,00,186,6.7,7.5,99.00,99.00,99.00,999,1017.3,30.0,999.0,999.0,99.0,99.00,
2020,07,19,23,00,184,6.5,7.6,99.00,99.00,99.00,999,1017.2,29.9,999.0,999.0,99.0,99.00,
2020,07,20,00,00,190,4.9,5.9,99.00,99.00,99.00,999,1017.8,29.7,999.0,999.0,99.0,99.00,
2020,07,20,01,00,193,6.1,7.1,99.00,99.00,99.00,999,1018.1,29.5,999.0,999.0,99.0,99.00,
